video_id,author,comment,Unnamed: 3,model_label,model_confidence,prob_negative,prob_neutral,prob_positive,confidence_level,uncertainty,human_label,verified,verification_notes
9-poYwCZxDQ,@CinemaSpeed,"Gak mau membuat inovasi baru apa Apple, gitu2 aja harganya selangit lagi",,0,0.520681274,0.520681274,0.3140881,0.165230626,low,0.479318726,0,TRUE,
9-poYwCZxDQ,@Sogiman-k5b,Sy nyimak brani komen ktika David bilang sperti poco ??. Ikut ngakak ??.,,1,0.520703648,0.399726894,0.520703648,0.079569458,low,0.479296352,1,TRUE,
9-poYwCZxDQ,@SofiaDeviana25,Bagusan 16 pro kameranya ??,,0,0.520777418,0.520777418,0.246764621,0.232457961,low,0.479222582,0,TRUE,
9-poYwCZxDQ,@netizen2667,Designnya yg pro kurang menarik??,,1,0.520874626,0.398688871,0.520874626,0.080436503,low,0.479125374,0,TRUE,
9-poYwCZxDQ,@Daniellx2006,iPhone 17 udh kelar namun pake iPhone juga belum tercapai,,0,0.520913423,0.520913423,0.379903447,0.09918313,low,0.479086577,1,TRUE,
9-poYwCZxDQ,@ghanrabban,Cuman bisa senyum nonton video ini setelah beli iPhone 16 base model ??,,0,0.520980506,0.520980506,0.402434688,0.076584805,low,0.479019494,1,TRUE,
9-poYwCZxDQ,@SULTANSUGIANSYAH,Hp mamak gw 50 MP ??,,1,0.52106685,0.403408788,0.52106685,0.075524361,low,0.47893315,1,TRUE,
9-poYwCZxDQ,@menyaparindu,"Nanti narasinya: 120fps nya iphone lebih smooth dari 120fps nya android, ditunggu aja ????????",,0,0.521107752,0.521107752,0.224476585,0.254415662,low,0.478892248,1,TRUE,
O2xb1lVqUv4,@rsa2147,"<a href=""https://www.youtube.com/watch?v=O2xb1lVqUv4&amp;t=2317"">38:37</a> 1 lgi. Google maps yg susah bikin tandingannya, apple aja blm bisa , masih blm menyamai gmaps",,0,0.521525031,0.521525031,0.402767466,0.075707503,low,0.478474969,0,TRUE,
9-poYwCZxDQ,@ahmadzulfikar1,xiaomi mi 17 keren juga ??,,1,0.521740891,0.397729548,0.521740891,0.080529562,low,0.478259109,1,TRUE,
9-poYwCZxDQ,@AgungRaharjo-ss6hp,saya user samsung cuman nonton aja ??,,0,0.521745961,0.521745961,0.364205153,0.114048886,low,0.478254039,1,TRUE,
O2xb1lVqUv4,@siswononggaya4010,"3gs pertama pakai iphone ipod ios 3 , ipad2 terahir iphone 5s.",,0,0.522220846,0.522220846,0.223520371,0.254258783,low,0.477779154,1,TRUE,
9-poYwCZxDQ,@harihari-k9v7j,seperti biasa ketika david gatget in review samsung seri s dan iphone pasti ada ketawa kesel ada rasa kagum wow gitu. kayak spesial banget kedua hp ini kalau udah direview ????,,0,0.522573303,0.522573303,0.248105904,0.229320793,low,0.477426697,1,TRUE,
O2xb1lVqUv4,@apapunamanya12345,Podcast nya Helmy Yahya kok makin kebanyakan nyanjung²  Cina. Jadi gak menarik lagi.<br><br>Atau memag keturunan Cina ya?,,0,0.52300557,0.52300557,0.402515277,0.074479154,low,0.47699443,0,TRUE,
9-poYwCZxDQ,@hanbeiimpact8735,Seri pro asik si.. <br>Liat yg 16 pro dan 17 biasa itu kek polos gitu,,0,0.523160852,0.523160852,0.358399076,0.118440071,low,0.476839148,2,TRUE,
9-poYwCZxDQ,@alfiandzi,"&quot;Fitur baru&quot; <a href=""UCkszU2WH9gy1mb0dV-11UJg/KsIfY6LzFoLM6AKanYDQAg""></a><a href=""UCkszU2WH9gy1mb0dV-11UJg/KsIfY6LzFoLM6AKanYDQAg""></a>",,0,0.523213998,0.523213998,0.376456144,0.100329857,low,0.476786002,1,TRUE,
9-poYwCZxDQ,@berbagi_dan_bermanfaat,"Aku yg hanya nontonin aja berbagai gadget baru dg budget mahal²... ??<br>Alhamdulillah msh sangat cukup dg hp 2 jt an aja untuk kerja dan aktifitas sehari²...<br>Dana lebih² dimanfaatkan untuk hal² lebih besar,<br>Nambahin tuk beli tanah, atau upgrade kendaraanku yg roda 2 atau yg roda 4 aja...",,0,0.523355043,0.523355043,0.37900147,0.097643487,low,0.476644957,1,TRUE,
9-poYwCZxDQ,@AlbertMulyadi-l6c,Gw nonton iPhone 17 sambil jualan kopi di Vivo karna bensin udah ngk ada stock,,0,0.523513997,0.523513997,0.381617916,0.094868087,low,0.476486003,1,TRUE,
O2xb1lVqUv4,@ZalmaMahyzia-e7c,Canel jagat chanel yg gak pernah reviw iphone ,,1,0.523757362,0.399123229,0.523757362,0.077119409,low,0.476242638,1,TRUE,
9-poYwCZxDQ,@YoguUtyi,HABIS INI GOPIX 10 PRO XL,,1,0.524170194,0.253438893,0.524170194,0.222390912,low,0.475829806,1,TRUE,
9-poYwCZxDQ,@zumratul_aulia,Penyepong Andro iri liat david sangat antusias unboxing ip beda ama unboxing yg ono,,1,0.524431239,0.398490259,0.524431239,0.077078503,low,0.475568761,1,TRUE,
9-poYwCZxDQ,@dwiaji7168,"Tim suka nntn iphone tp mls beli,karena suka android aja, bukannya ngga punya duit",,0,0.524493511,0.524493511,0.172628713,0.302877776,low,0.475506489,0,TRUE,
9-poYwCZxDQ,@martgolden,Perhotelan laris manis??,,1,0.524956623,0.129580252,0.524956623,0.345463125,low,0.475043377,1,TRUE,
O2xb1lVqUv4,@MTBIndo,"Maka dr itu saya g pernah berani pindah ke hp china, karena ketidak konsistenan dan sering kehilangan arah,,<br>Udah 15 tahun g terasa make samsung,<br>Kalo huawei si kayae sangat bisa dipertimbangkan setelah di berjuang lagi.",,0,0.525534563,0.525534563,0.372884897,0.10158054,low,0.474465437,0,TRUE,
9-poYwCZxDQ,@WidiyaLestawati,Coba bang next bahas xiaomi 17 terbaru pasti seru tuh hehehe desain mirip poco yg di jiplak iphone hehehe tapi ada layar kecil di belakang samping kameranya.. ??,,1,0.526071892,0.402054777,0.526071892,0.07187333,low,0.473928108,1,TRUE,
9-poYwCZxDQ,@helgaaaazizi91,Awas baret bang ??,,1,0.526249134,0.376155732,0.526249134,0.097595134,low,0.473750866,0,TRUE,
9-poYwCZxDQ,@anggisetiawan6493,"??, masih bagus Huawei pura 80 ultra ??.",,0,0.526516317,0.526516317,0.383956036,0.089527647,low,0.473483683,0,TRUE,
9-poYwCZxDQ,@chosyiva,TAPI SAYANG BANG DAVID SUBSKRIBENYA BANYAK TAPI GAK ADA GIVE AWAY SAMA SUBSKRIBENYA....,,0,0.526853096,0.526853096,0.34842482,0.124722084,low,0.473146904,0,TRUE,
9-poYwCZxDQ,@mrnobody2334,mana better ya 16 promax atau 17 basic guys,,1,0.527218403,0.125180281,0.527218403,0.347601316,low,0.472781597,1,TRUE,
9-poYwCZxDQ,@rys1726,Redmi note 7 nyimak aja??,,0,0.527362351,0.527362351,0.370718565,0.101919084,low,0.472637649,1,TRUE,
9-poYwCZxDQ,@ichsanfa9356,Huawei pura 80 ultra ttp the best,,1,0.527419278,0.22544352,0.527419278,0.247137202,low,0.472580722,1,TRUE,
9-poYwCZxDQ,@andrielektro9331,yang fokus saya pajaknya ?? indahnya negriku??,,0,0.52779941,0.52779941,0.395288471,0.076912119,low,0.47220059,0,TRUE,
9-poYwCZxDQ,@rizkidony6241,Warna oren shopee,,0,0.527929501,0.527929501,0.223090489,0.24898001,low,0.472070499,0,TRUE,
9-poYwCZxDQ,@HeriSopian-lx6rk,Gua dr dulu cma bs nnton aja .gk bisa beli .. ??,,0,0.529334081,0.529334081,0.213594969,0.257070949,low,0.470665919,1,TRUE,
9-poYwCZxDQ,@rifkysetyawan6885,Maaf bang baru hadir. Itu Poco versi apa. ? Kok tumben Poco warnanya ngejreng.,,1,0.529351714,0.398527057,0.529351714,0.072121228,low,0.470648286,0,TRUE,
9-poYwCZxDQ,@yudatokae2,Pajaknya ngeri poll??,,0,0.530214279,0.530214279,0.390044115,0.079741606,low,0.469785721,0,TRUE,
9-poYwCZxDQ,@musikdesa8312,Apalah daya ku yg pake IP xr ??,,1,0.530503954,0.392234242,0.530503954,0.077261805,low,0.469496046,1,TRUE,
O2xb1lVqUv4,@mima21ma,"&quot;agama lo apa, nikon apa canon?&quot; iya banget lagi,,ada pertanyaan mcm itu di kalangan fotografer pemula n fotografer amatir, di thn rentang tahun 2010-2013 klo gk salah. bahkan jika berpindah dr nikon ke canon atau sebaliknya,, lsg lah ada yg komentar &quot;wah pindah agama nih&quot; wkwkwkwkwk. aq belajar kamera dslr pke canon punya teman,,eh giliran ada duit belinya malah nikon wkwkwkwk",,0,0.530925063,0.530925063,0.314329304,0.154745633,low,0.469074937,1,TRUE,
9-poYwCZxDQ,@zuruu,"damn, hp gw langsung bakal dikira ip 17 pro nih ??????",,1,0.531410833,0.321154969,0.531410833,0.147434198,low,0.468589167,0,TRUE,
9-poYwCZxDQ,@irpandikaa,Masih nunggu iPhone 18 - 19 - 20 ??,,1,0.53145247,0.264803765,0.53145247,0.203743764,low,0.46854753,1,TRUE,
O2xb1lVqUv4,@matthewsachaullymce279,orang yg Akan (bukan sekedar mau) beli iPhone terbaru gak pernah mikir utk soend,,0,0.531960152,0.531960152,0.210584538,0.25745531,low,0.468039848,1,TRUE,
9-poYwCZxDQ,@margirelaxation5786,"kalau photo,lebih bagus kemana-mana yang 16 pro",,0,0.532309817,0.532309817,0.168784217,0.298905966,low,0.467690183,0,TRUE,
9-poYwCZxDQ,@AyuSukma-m6h,"Kak tolong review juga iphone 17 pro max dong kak,, makasi kak. katanya ada fitur tambahan nya??",,1,0.533233895,0.3885055,0.533233895,0.078260605,low,0.466766105,2,TRUE,
9-poYwCZxDQ,@toratheodosius2085,wih early bet gw,,1,0.533265852,0.328382582,0.533265852,0.138351566,low,0.466734148,1,TRUE,
9-poYwCZxDQ,@sigitpramono4950,"Kenapa nggak beli iPhone 17 promax 2TB aja vid, kan elo sering ngonten",,0,0.533427659,0.533427659,0.17141141,0.295160931,low,0.466572341,1,TRUE,
9-poYwCZxDQ,@jhokofantoni3842,Huawei ketawa melihat ini,,1,0.533599261,0.291189496,0.533599261,0.175211243,low,0.466400739,0,TRUE,
9-poYwCZxDQ,@Kevin-pk4kb,"Harusnya spotlight nya di iphone air, dia malah ga unbox itu????",,1,0.533685796,0.393306778,0.533685796,0.073007426,low,0.466314204,1,TRUE,
9-poYwCZxDQ,@CRISTY-y8f,"lebih baik 17 besic or 16 plus guys, aku bingung bagus yang mana",,0,0.533839802,0.533839802,0.21202193,0.254138267,low,0.466160198,1,TRUE,
9-poYwCZxDQ,@justJoesky,NDBK (Nonton Doang Beli Kagak),,0,0.535846736,0.535846736,0.349107152,0.115046113,low,0.464153264,1,TRUE,
9-poYwCZxDQ,@UkhtiDevia,Nonton doang kagak beli ??,,0,0.535846736,0.535846736,0.349107152,0.115046113,low,0.464153264,1,TRUE,
9-poYwCZxDQ,@fajarkhairuddin3827,Nonton doang kaga beli ??,,0,0.535846736,0.535846736,0.349107152,0.115046113,low,0.464153264,1,TRUE,
O2xb1lVqUv4,@jayusmankingers,Mungkin kebutuhan seseorang berbeda beda dimna kebutuhan primer dan kebutuhan sekunder tersier nya tingkatan nya berbeda apa daya sya masih setia walau beli second 2023  samsung note 10 plus 12 /512,,0,0.535941561,0.535941561,0.340996588,0.12306185,low,0.464058439,1,TRUE,
9-poYwCZxDQ,@adepurnama1642,"<a href=""https://www.youtube.com/watch?v=9-poYwCZxDQ&amp;t=1015"">16:55</a> Mungkin kalo orangnya banyak banget baru auto landscape kali bangg?",,1,0.536108686,0.387626024,0.536108686,0.076265291,low,0.463891314,1,TRUE,
O2xb1lVqUv4,@EngkanSujana,"Terima kasih bang informasinya, semua ada yg lebih unggul 1 sisi, tapi yg lain tidak itulah produk",,1,0.536967229,0.38278148,0.536967229,0.080251291,low,0.463032771,1,TRUE,
9-poYwCZxDQ,@bramjo5064,Gw kmaren baru beli Vivo x100 second aja masih jauh dari harga beacukai nya doang bjirr????,,0,0.53759492,0.53759492,0.363714464,0.098690616,low,0.46240508,0,TRUE,
9-poYwCZxDQ,@vluer7838,Aku liat vt. Ipon di cina gampang baret apa iya bang daud ?,,0,0.538732499,0.538732499,0.363348674,0.097918827,low,0.461267501,0,TRUE,
9-poYwCZxDQ,@yusayutaka5933,siapa yang udah beli sama ky saya  ? ??????,,0,0.538766429,0.538766429,0.189869968,0.271363604,low,0.461233571,2,TRUE,
9-poYwCZxDQ,@bowielhakerja,"Nah, ini bukan iklan casing",,1,0.539049199,0.247183141,0.539049199,0.21376766,low,0.460950801,1,TRUE,
9-poYwCZxDQ,@asadavsten1481,"<a href=""https://www.youtube.com/watch?v=9-poYwCZxDQ&amp;t=362"">6:02</a> USB type C 2.0 gabisa HDMI output kan ya kalau ga salah? kalau iya, kenapa rasanya dipangkas ya fiturnya?",,1,0.539198383,0.386845682,0.539198383,0.073955935,low,0.460801617,0,TRUE,
9-poYwCZxDQ,@sahrulefendi8496,nice,,1,0.53924275,0.128754569,0.53924275,0.332002681,low,0.46075725,2,TRUE,
9-poYwCZxDQ,@SeptaCahyani-bz2qf,Mungkin ijo sage nya terinspirasi dari warna daun sage yg berasal dari mediterania bang..,,0,0.539418888,0.539418888,0.335321184,0.125259928,low,0.460581112,1,TRUE,
9-poYwCZxDQ,@sinyofebri9573,Huhu ijo sage nya bagus ternyata,,0,0.539441825,0.539441825,0.361121367,0.099436808,low,0.460558175,2,TRUE,
9-poYwCZxDQ,@hahaha-nu3it,Biaya produksi untuk bikin body titanium dialokasikan untuk layar dengan panel ltpo oled yang sekarang udah 120hz,,0,0.541136943,0.541136943,0.385929715,0.072933343,low,0.458863057,1,TRUE,
O2xb1lVqUv4,@brotherfaith9437,"iPhone tetap selalu di depan. dan China tetap mengekor dibelakang, launching Xiaomi bertepatan dengan launching iPhone, why? <br><br>ada meme orang eropa, mereka mengatakan cina akan berhenti berkarya jika barat tidak melakukan apa apa",,1,0.541551293,0.364929664,0.541551293,0.093519043,low,0.458448707,2,TRUE,
O2xb1lVqUv4,@AHide2198,Ini kayak sepeda listrik cina tiap tahun ganti model molding??,,0,0.542418886,0.542418886,0.185472788,0.272108326,low,0.457581114,1,TRUE,
9-poYwCZxDQ,@AhmadPro99,Nunggu ip 20??,,1,0.542552091,0.345445841,0.542552091,0.112002068,low,0.457447909,1,TRUE,
9-poYwCZxDQ,@muhamadfarhan1111,Hp mahal ya doang wkwk??,,0,0.542713114,0.542713114,0.385609641,0.071677244,low,0.457286886,0,TRUE,
9-poYwCZxDQ,@imamrizza7206,Jadinya nunggu seri 18 aja.<br>Awalnya pengen up dari 15 PM.<br>Kurang sreg sama body alumunium nya dan desain Belakang.<br>Untuk upgrade sisi daleman mesin ok lah.<br>Tapi design dan inovasi kayanya perlu kita edo tensei steve jobs.,,0,0.542936049,0.542936049,0.182223614,0.274840338,low,0.457063951,0,TRUE,
9-poYwCZxDQ,@pututadhikomarakertadikara454,Apa betul iPhone 17 gampang banget Gores,,0,0.542970249,0.542970249,0.235560034,0.221469716,low,0.457029751,0,TRUE,
9-poYwCZxDQ,@ivangunadi9683,hijau sage mirip sama sharp aquos sense 8??,,0,0.543022212,0.543022212,0.340725901,0.116251888,low,0.456977788,1,TRUE,
9-poYwCZxDQ,@TheTrust-sm9cm,apel rasa jeruk wkwkkwk 17 pro,,1,0.543201512,0.384455943,0.543201512,0.072342545,low,0.456798488,1,TRUE,
9-poYwCZxDQ,@TediKurniawan-c5m5q,"Warna orange khusus nya iPhone itu kesannya lebih ke varian baru yaa ...bukan terlihat ingin lebih elegan dari variasi yang sebelumnya,tapi mungkin Apple ingin memperkenalkan iPhone 17 pro mempunyai ciri khas khusus dgn warna yang berbeda ...",,0,0.543459294,0.543459294,0.157197461,0.299343245,low,0.456540706,2,TRUE,
9-poYwCZxDQ,@mister_canva,"Bro, saya sangat tidak suka dengan dengan desain bagian belakangnya, ciri premiumnya langsung rontok, lebih premium seri 15 ..",,0,0.543676474,0.543676474,0.381415865,0.074907661,low,0.456323526,0,TRUE,
9-poYwCZxDQ,@kulinerlaut5233,"gw ga mampu beli jujur?? tapi ga usah menang mendingin karena jelas setiap keluaran smartphone ada target pasarnya. Ga usah bandingin dgn harga tanah, motor, dll karena beda fungsi dan elektronik itu bukan investasi jangka panjang. Okay!",,0,0.543742926,0.543742926,0.18345107,0.272806003,low,0.456257074,1,TRUE,
9-poYwCZxDQ,@muhammad_nurizal,Kenapa yang bagian kaca itu nggak dibikin warna metalic juga biar nyambung warnanya.. malah dibikin warna doff..,,0,0.544107515,0.544107515,0.319891799,0.136000686,low,0.455892485,0,TRUE,
9-poYwCZxDQ,@Wandering-With-Resti,team yang nunggun gadgetin review dulu baru beli???,,0,0.544199589,0.544199589,0.279608448,0.176191963,low,0.455800411,1,TRUE,
9-poYwCZxDQ,@semutgeniindonesia540,"hallo Abang topi terbalik, saya mau tanya kira&quot; ada gak hp lawas di modif sendiri menjadi spek dewa.. tau sendiri kan kalau di negara ini pintar ngoprek barang..",,1,0.544557254,0.375534988,0.544557254,0.079907758,low,0.455442746,1,TRUE,
9-poYwCZxDQ,@Dazar_Roblox556,Emang bagus banget huawei pura 80 ultra ??,,0,0.544703121,0.544703121,0.360626275,0.094670604,low,0.455296879,0,TRUE,
9-poYwCZxDQ,@avilos7903,Sepertinya beliau lumayan kecewa mengeluarkan 50juta dengan upgrade yang diberikan seri 17 ????,,0,0.544759119,0.544759119,0.37978505,0.075455831,low,0.455240881,0,TRUE,
9-poYwCZxDQ,@gombeh1,iPhone downfall??,,0,0.544904212,0.544904212,0.155761684,0.299334104,low,0.455095788,0,TRUE,
O2xb1lVqUv4,@DepoPlafon,iPhone ???,,0,0.544904212,0.544904212,0.155761684,0.299334104,low,0.455095788,0,TRUE,
9-poYwCZxDQ,@DRsakti,Iphone terburuk ??,,0,0.544904212,0.544904212,0.155761684,0.299334104,low,0.455095788,0,TRUE,
9-poYwCZxDQ,@rempoa0507,iphone kudet ??,,0,0.544904212,0.544904212,0.155761684,0.299334104,low,0.455095788,0,TRUE,
9-poYwCZxDQ,@DendSatrio,Poco 17pro max,,1,0.545637684,0.38360612,0.545637684,0.070756196,low,0.454362316,1,TRUE,
9-poYwCZxDQ,@dhiat99channel73,Tim yang tetap stay di 16Pro????,,0,0.545753679,0.545753679,0.382759083,0.071487238,low,0.454246321,0,TRUE,
9-poYwCZxDQ,@yunidewipurnamasari9996,Bagi pemilik 16 promax merasa bahagia krn 17 pro biasa aja. ??,,0,0.545789731,0.545789731,0.283831874,0.170378395,low,0.454210269,0,TRUE,
9-poYwCZxDQ,@revoagsya9325,Gede banget pajaknya,,0,0.545948517,0.545948517,0.176939177,0.277112305,low,0.454051483,0,TRUE,
O2xb1lVqUv4,@AgusWibowo-d5f,"setuju banget dengan penjelASANnya,bahwa samsung itu brand identity,yang sudah tau arah tujuan dan  konsepnya seperti apa.mangkanya sebagian orang merasa desainnya kayak monoton dan ngebosenin.koreksi bila saya salah",,0,0.545988843,0.545988843,0.276797707,0.17721345,low,0.454011157,1,TRUE,
9-poYwCZxDQ,@denmaseka,??lm2 kyk android y cuma kurang sidik jari di layar aja padahal enk klo di lokasi gelap total buka hp tingal tep tangan di layar kebuka deh kunci hp nya??,,0,0.546109417,0.546109417,0.381484319,0.072406263,low,0.453890583,1,TRUE,
O2xb1lVqUv4,@edylau1026,jd istilahnya dr segi kamera itu leica cm numpang nama dr hp huawei di diakhir produk seri android p30,,0,0.546239551,0.546239551,0.380528103,0.073232346,low,0.453760449,0,TRUE,
O2xb1lVqUv4,@pujianto9748,Kalo dengan gaji UMR  saran untuk bisa hidup bahagia adalah jangan terlalu nuruti perasaan. Karena perasaan gak dituruti tidak membuatmu mati. Tapi cukupilah kebutuhanmu ( pangan) karena kalo kamu tidak mencukupi kebutuhanmu maka kamu akan mati. Dengan begitu insyaAlloh hidupmu pasti bisa bahagia.,,0,0.54636264,0.54636264,0.37963066,0.074006699,low,0.45363736,0,TRUE,
9-poYwCZxDQ,@SigitLaksamanaRusyadi,ABSEN DI HARI SENIN PAGI ????,,0,0.546829281,0.546829281,0.375595095,0.077575624,low,0.453170719,1,TRUE,
9-poYwCZxDQ,@maheendra__,"Barangkali ada yg minat sm 15pm saya, natural titanium 256gb ex blibli, bh 84% garansi abis bulan sept 2025 ini.. tp nunggu 17pm launching di indo ?? alasan jual upgrade wkwkwk dm dm aja ya;)",,0,0.547354265,0.547354265,0.376155326,0.076490409,low,0.452645735,1,TRUE,
O2xb1lVqUv4,@MuhammadRinaldih,"ngalor ngidulnya kemana2, ga terstruktur pembahasannya.",,0,0.547696058,0.547696058,0.174322171,0.277981771,low,0.452303942,0,TRUE,
O2xb1lVqUv4,@f.312.y9,Seandainya HUAWEI GK di banned habis itu iPhone..,,0,0.547706475,0.547706475,0.332643327,0.119650198,low,0.452293525,0,TRUE,
9-poYwCZxDQ,@GenKonoha,Selewat gw lihat ada kolaborasi hp Poco dengan Logo apel ????????,,0,0.547744718,0.547744718,0.381188565,0.071066716,low,0.452255282,0,TRUE,
9-poYwCZxDQ,@mahenddm,Jujur masi make realme 3 pro gue,,1,0.54796259,0.171790378,0.54796259,0.280247033,low,0.45203741,1,TRUE,
9-poYwCZxDQ,@bayubosang4992,"Insyaallah bulan depan,amin??",,1,0.54811266,0.13829804,0.54811266,0.3135893,low,0.45188734,2,TRUE,
9-poYwCZxDQ,@AndiPratama-c5f,iPhone mini GK pernah rilis lg ya? Padahal keren jg yg mini,,0,0.548287745,0.548287745,0.370453952,0.081258303,low,0.451712255,1,TRUE,
O2xb1lVqUv4,@Arivyell,Mending xiaomi bang,,1,0.548416217,0.375821956,0.548416217,0.075761827,low,0.451583783,0,TRUE,
9-poYwCZxDQ,@abid_syaiful,semoga tahun depan bisa ganti hp. aminnn,,1,0.548668869,0.137004651,0.548668869,0.31432648,low,0.451331131,2,TRUE,
9-poYwCZxDQ,@muklasofficial8024,"Xiomi 17 Pro : Cuma Ketawa , Kakakaka<br><br>Huawei pura 80 Ultra : wkwkwkwkwkwk",,1,0.548746401,0.380371165,0.548746401,0.070882434,low,0.451253599,0,TRUE,
9-poYwCZxDQ,@khaidarmou2393,Baru kali ini sy merasa biasa2 sj saat perilisan iphone.. desainnya masih bagus yg kemarin.,,0,0.548927213,0.548927213,0.323054862,0.128017925,low,0.451072787,0,TRUE,
9-poYwCZxDQ,@jalanterang4600,"Dulu kata fanboy 60hz nya iPhone serasa 120hz nya Android,, Preettt<br>Ini baru 120Hz iPhone udah tobat",,0,0.549001635,0.549001635,0.179863584,0.271134781,low,0.450998365,0,TRUE,
9-poYwCZxDQ,@Rizalrdn,Gede kali pajaknya,,0,0.549075281,0.549075281,0.178609333,0.272315385,low,0.450924719,0,TRUE,
9-poYwCZxDQ,@andrisetiawan9753,Orange kaya Nokia 2600 clasic ??,,0,0.549200633,0.549200633,0.316436728,0.134362639,low,0.450799367,0,TRUE,
9-poYwCZxDQ,@dafaalmeyda,Lagi dan lagi tim nyimak sajaaaa ????????,,1,0.549219861,0.238649226,0.549219861,0.212130913,low,0.450780139,1,TRUE,
9-poYwCZxDQ,@handeriOMG,"pas tes lidarnya fungsiin bang, buat scan 3d pakai app canvas, biar di android ada fitur itu juga.",,0,0.549467057,0.549467057,0.378673939,0.071859004,low,0.450532943,1,TRUE,
9-poYwCZxDQ,@alanhidayatullah-if3jn,Nungguin iphone 19pro aja,,0,0.549649711,0.549649711,0.269749937,0.180600351,low,0.450350289,1,TRUE,
9-poYwCZxDQ,@sukmasupri07,Yang 17 pro terkesan b aja ya??,,0,0.549769761,0.549769761,0.379766954,0.070463285,low,0.450230239,0,TRUE,
9-poYwCZxDQ,@kimbum1835,Klo landscape harus lebih dri 2 orang,,0,0.549880975,0.549880975,0.370262482,0.079856543,low,0.450119025,1,TRUE,
9-poYwCZxDQ,@sweetw7526,"30 JT cuma 256GB wkwk, rekam 4K total 28 jam - an doang penuh,<br>Btw bukan merendahkan, gua juga pengguna iphone sejak IP5, berhenti di 11 Pro karena rasanya udah minim peningkatan dan ga sesuai dengan harganya.",,0,0.549939575,0.549939575,0.327200851,0.122859574,low,0.450060425,0,TRUE,
O2xb1lVqUv4,@jhonisyahputra9813,Ini hostnya kurang mengetahui teknologi malahan,,1,0.550027803,0.184663814,0.550027803,0.265308383,low,0.449972197,1,TRUE,
9-poYwCZxDQ,@Apebeh,"itu apple salah masukin kamera yang pro nya bang, harusnya itu kamera poco 17 pro max<a href=""UCkszU2WH9gy1mb0dV-11UJg/KsIfY6LzFoLM6AKanYDQAg""></a>",,0,0.55003988,0.55003988,0.379084044,0.070876076,low,0.44996012,0,TRUE,
9-poYwCZxDQ,@IkhsanBubblegum,"kalo fitur auto rotate yang landscape, itu orangnya harus banyak bang, minimal 5 orang, jadi fiturnya auto berfungsi menurutku itu siii",,0,0.550098131,0.550098131,0.377696634,0.072205235,low,0.449901869,1,TRUE,
9-poYwCZxDQ,@nikorobin5244,"Produk gagal minim inovasi,jual merk doang",,0,0.550120914,0.550120914,0.308602118,0.141276967,low,0.449879086,0,TRUE,
9-poYwCZxDQ,@fuadhasan2331,17 pro jelek kesan JAMET 2009 sangat kuat??,,0,0.550301738,0.550301738,0.378028945,0.071669317,low,0.449698262,0,TRUE,
9-poYwCZxDQ,@taufiq9282,Akhirnya dafit muncul bawa ipon 17,,0,0.550324084,0.550324084,0.375066484,0.074609432,low,0.449675916,0,TRUE,
9-poYwCZxDQ,@HayRICHIE,Iphone Air ??,,1,0.550466274,0.371758112,0.550466274,0.077775614,low,0.449533726,1,TRUE,
9-poYwCZxDQ,@Kejuwijen23,Iphone air?,,1,0.550466274,0.371758112,0.550466274,0.077775614,low,0.449533726,1,TRUE,
9-poYwCZxDQ,@BasoGauMardi37,Setelah melihat video ini akhirnya saya putuskan untuk memilih membeli yang...... <br><br><br>Poco,,0,0.550618826,0.550618826,0.374905077,0.074476098,low,0.449381174,0,TRUE,
9-poYwCZxDQ,@eladrian9856,"nonton di hp yang menginspirasi desain 17 pm, yap, poco x6 pro?????",,0,0.550620916,0.550620916,0.379440961,0.069938123,low,0.449379084,0,TRUE,
O2xb1lVqUv4,@NikoMaulana111,"Smooth nya di mata sama sentuhan layar iphone yg gk ada di android ... Adik gw pakek ROG , gw pakai iphone 13 aja , masih smooth ip 13",,0,0.550818907,0.550818907,0.374496671,0.074684422,low,0.449181093,2,TRUE,
9-poYwCZxDQ,@adityalukmana99,Jastip JBL Flip 7 kmna ya,,0,0.550951404,0.550951404,0.376788282,0.072260315,low,0.449048596,1,TRUE,
9-poYwCZxDQ,@mohammadzidane48,When ya??,,0,0.550951404,0.550951404,0.376788282,0.072260315,low,0.449048596,2,TRUE,
9-poYwCZxDQ,@yuzoHamsah,Tidak salah saya memilih ANDROID ??,,0,0.551024423,0.551024423,0.373113,0.075862576,low,0.448975577,1,TRUE,
9-poYwCZxDQ,@arian_ariana,ku kira Xiaomi,,0,0.551169501,0.551169501,0.368436395,0.080394105,low,0.448830499,0,TRUE,
9-poYwCZxDQ,@nugrohomi6036,"Design simple nya jd hilang di ip 17 pro, aku yakin seri 18 ip bakal balik ke design yg simple..",,0,0.551172379,0.551172379,0.366038799,0.082788822,low,0.448827621,0,TRUE,
O2xb1lVqUv4,@arishem3707,"kata bang tanktop yg suka bawa monitor, iphone masih jauh diatas android ??",,0,0.551328872,0.551328872,0.369988612,0.078682515,low,0.448671128,1,TRUE,
9-poYwCZxDQ,@XIEEE27,16 promax gw tertawa terbahak2 bg davidd apalagi bagian versus kamera tdi ????,,1,0.551416958,0.373444001,0.551416958,0.075139042,low,0.448583042,1,TRUE,
9-poYwCZxDQ,@nnardibirkin8333,Yg nonton pakai iPhone 17 nyimak,,0,0.551500933,0.551500933,0.367720283,0.080778784,low,0.448499067,1,TRUE,
