video_id,author,comment,label
g_fkq6WHcOs,@BangFad-o6v,"Di channel phonebuff pada sesi speedtest baik 16 maupun 17 pro max ternyata kalah cepat sama 8 elite di s25 ultra, padahal sekian tahun soc bionic selalu unggul jauh",0
g_fkq6WHcOs,@mdrmchanel8254,"Maaf nih yak<br>Dari pribade Se bagus bagusnya android <br>Mnurut gua yg mantan user andro samsung,oppo,vivo,redmi,<br>Dan skrng jd user iphone <br>Ttp iphone paling enak dipake nya dan gk bisa d kalahin sama android??????",2
g_fkq6WHcOs,@ijihyeonote,"Ada2 aja koko satu ini, orang pada pengen keliatan kalo hpnya iphone koko satu ini malah nambahin stiker poco dibelakangnya??",1
g_fkq6WHcOs,@SaifulAnwar-ch,BATU BATA ga tuh??,1
g_fkq6WHcOs,@AhmadSyaifuddin-s7g,"<a href=""https://www.youtube.com/watch?v=g_fkq6WHcOs&amp;t=360"">6:00</a> ??",1
g_fkq6WHcOs,@multimedia3415,Bener co ios 26 boros bet gw make ipad cepet bet abis padahal bhnya masih 98,0
g_fkq6WHcOs,@vincentsugandhi-z2p,disukai atau ga iphone 17 series laku keras di china bisa googling beritanya,2
g_fkq6WHcOs,@afriant3065,"Ga boros sih, di aku aman",2
g_fkq6WHcOs,@nowantoni,iPhone tetaplah iPhone,2
g_fkq6WHcOs,@arhylrocket4090,Apa nma apk untuk suhu it bng.?,1
g_fkq6WHcOs,@Yankuro_999,"Bukannya makin bagus, malah makin jelek. Iphone 17 ampas ??",0
g_fkq6WHcOs,@rwa11tpro71,mungkin kalo ada 17 plus 17 promox kurang laku kali ya,0
g_fkq6WHcOs,@YusakAndikIrawan,sumpah desainya jelek bgt bagusan yg 16,0
g_fkq6WHcOs,@LisMariam-z3p,review Huawei pura 80 ultra bang,1
g_fkq6WHcOs,@paquito679,seharian bersama 15T Pro please,1
g_fkq6WHcOs,@Owlddin8075,Bahas pro max merk sebelah,1
g_fkq6WHcOs,@mrknight9257,"Makasih reviewnya bang, ternyata gak terlalu upgrade dari 16 pro max, sekarang ane lebih yakin, mending nunggu vivo x300 pro ato gak xiaomi 17 pro ??",0
g_fkq6WHcOs,@gowenk234,"bang cupu<br>rekam video perpindahan dari 0,5 ke 1 atau 2 x masih ngejeduk apa gak yah di ip 17 series?",1
g_fkq6WHcOs,@Sabil_Alharamain,Mau nanya… <br><br>Ada yg pake ip17pro dan klw foto selfi di WA kameranya ngeBug? <br><br>Hasilnya jadi ngzoom dan aneh,0
g_fkq6WHcOs,@AgungKurniawan-d5t,Mending nunggu S26 bentar lagi bakal rilis juga ??????,1
g_fkq6WHcOs,@hansyou-c1e,Review Ipin 17 reguler nya buang siapa tau aja camera depan nya gk di sundat dari yg versii pro,1
g_fkq6WHcOs,@rzkyamalia1232,Bandingin sma 17 pro versi china dng bg??,1
g_fkq6WHcOs,@TRG_2022,"Tidak Penting, krg 90% Orang pakai Iphone buat Perhiasan,.Jd yg ptg kelihatan 17 PM",0
g_fkq6WHcOs,@Yujiro989,Hp 20 jutaan tapi AI nya gobloggg??,0
g_fkq6WHcOs,@mupitmu,Bwangg mana review Xiaomi 17 series..,1
g_fkq6WHcOs,@rengina484,"<a href=""https://www.youtube.com/watch?v=g_fkq6WHcOs&amp;t=527"">8:47</a> di penglihatan ku antara samsung dan iPhone disini zoom samsung lebih mulus dan gak ada delaynya kaya iPhone",0
g_fkq6WHcOs,@MulMolMusic,Pake stiker poco niat merendah untuk ??,1
g_fkq6WHcOs,@art6616,Pantes mereka ga higlight AI nya kayak HP flagship lain ternyata emang seampas itu ??,0
g_fkq6WHcOs,@edysaputra1615,Srmangat menuju 1 jt subs????,1
g_fkq6WHcOs,@megumin_ku,"Jgn pake koin yang Rp1000 gambar angklung bang, pake yang tepiannya tajem kek koin Rp100",1
g_fkq6WHcOs,@walidnakbuyung,penyepong ip mana suaranya ??,0
g_fkq6WHcOs,@rikoismawan9344,tuyul&quot; iPhone... ?? ?? kosakata anda begitu banyak bang,1
g_fkq6WHcOs,@ErickOchild,Vibes prindavann nya dpet bgt nih hape. Semenjak ada layar belakang Xiaomi 17 pro max.. Apple jd hp biasa,0
g_fkq6WHcOs,@homepimpafarm,Tiap ada notif langsung ntn..mantap koh????,2
g_fkq6WHcOs,@Mul_rusydi.,Gercep bang ipon 17 base model,1
g_fkq6WHcOs,@Sukarti-o4r,Yg aku highlight yaitu tunggu iphone 19 atau iphone XX atau iphone 20 karena edisi ultahnya apple series di 2027,2
g_fkq6WHcOs,@lebahganteng09,S25fe vs somay 17pro koh??,1
g_fkq6WHcOs,@YangOnggot,Kalo tes goresan di body hp biar lebih alami coba aja masukin kantong atau tas kecil yang ada kunci sama uang koin selama seminggulah minimal tanpa casing dan anti gores di layar,1
g_fkq6WHcOs,@yanuardf3062,BANG BIKIN VERSI IPHONE 17 DONG PLEASEEEEE??,1
g_fkq6WHcOs,@briancandra5917,"Masih puas pake s25u, meski sensor kamera cupu, kalau kita ga amati langsung hasil kameranya bagus",1
g_fkq6WHcOs,@AntoniAkaharnianka,"<a href=""https://www.youtube.com/watch?v=g_fkq6WHcOs&amp;t=418"">6:58</a> dari jaman iphone 7Plus batterei iphone emang juara . TAPI KALAU SUDAH. KE UPDATE iOS berkali kali . Say bye bye untuk baterei IRIT. Jadi ibarat kalau sudah mau muncul update lini iphone terbaru nanti ada bakal ada update ios terbaru yang bakal bikin semua aplikasi terasa mulai berat sedikit dan harus membeli iphone terbaru dan chipset terbaru supaya smooth kembali",0
g_fkq6WHcOs,@robbiqc6250,"Bang cupu test game aaa dong, kira2 bagusan 16p or 17p?<br><br>Btw epel ini koq pindahan spiker bawah ke kiri sih, apa skrg kita biar sejajar dgn tombol volume di android yang ada di kanan jg ya? ?? <br><br>Bang casing lu keren, tp suer gw ga salfok sm casingnya. Tp sm aipon lu bang bagus bgt warnanya kalau naked, menurut gw ya ??",1
g_fkq6WHcOs,@AbdulAziz-mp2bw,Kaget thumbnaill.. masaa 12 hari pake uda segitu bareeett,1
g_fkq6WHcOs,@kapten_Romero,Upgrade yg luar biasa ??,0
g_fkq6WHcOs,@UchihaItachi-c8o,"klo ga punya ekosistem yg bagus ga bakal laku nih hp brand kikir,<br>bikin ai eraser aja ga niat",0
g_fkq6WHcOs,@yogaadiputra3761,Komen penjudi ini ganggu banget,0
g_fkq6WHcOs,@bukangamers1360,lebih suka review seperti ini daripada versi vlog,2
g_fkq6WHcOs,@greenspot16,Itu gimana ceritanya batre usage 108%,1
g_fkq6WHcOs,@hanshendrikson1029,Bang gua udh subscribe????,2
g_fkq6WHcOs,@ahmadsyahruramadhanu,"Jujur bang, menurut lu desain ip 17 seri pro&gt;pm sama generasi sebelumnya lebih terkesan premium yang mana? ??wkwkwk",1
g_fkq6WHcOs,@lutfiibrahim_as,Salfok thumbnailnya iPhone 17 pro lecet??,1
g_fkq6WHcOs,@bastianalextan93,9.05 kenapa ya 17 promax video night lampu masih ada flare ya? Hmm,0
g_fkq6WHcOs,@ajdls,"Modem buatan apel sendiri aman, bang?<br>coba bandingkan dengan iPhone modem Qualcomm",1
g_fkq6WHcOs,@ZimamZeze,"Paling impresif dari hp ini adalah softcase nya??,,,,agak mentereng??????...mantulll",1
g_fkq6WHcOs,@ghin-san2006,"Itu bukanlah iPhone 17 Pro, tapi iPhoco 17 Pro.",0
g_fkq6WHcOs,@warungkopi1012,ok,2
g_fkq6WHcOs,@dimazpopeye7827,"Bahas xiaomi 17, pro apa pro max bang",1
g_fkq6WHcOs,@ributbaeah,day in life ip 17 reguler bang,1
g_fkq6WHcOs,@donijokosaputro8720,Kenapa juga harus aluminium sih ??,1
g_fkq6WHcOs,@user-qz7vv3fo4o,salfok thumbnail nya kek mkbhd ??,1
g_fkq6WHcOs,@whjjakkjjj,"Request xiaomo 17 reguler, vivo x300 reguler",1
g_fkq6WHcOs,@Papanadeo1922,"hype nya udah anjlok sedari design rumor, banyak public yang menyayangkan material yang dipilih oleh apple mengganti titanium dengan alumunium alasannya untuk lebih mudah menyebarkan panas dan bla bla bla padahal kita juga udah tau, kalau material alumunium terakhir mereka kek iphone 7 dulu gampang banget penyok dan gores malah diulang padahal titanium sudah paling bener",0
g_fkq6WHcOs,@PancetYovan007,Bulan oktober iklan youtubenya full poco 17 pro max ??,0
g_fkq6WHcOs,@okcosandjaya42,"coba si ipong ini ngeluarin seri Lipat kyak Samsul fold / flip , jamin bsa bersaing",1
g_fkq6WHcOs,@Bayupangestu-94,Bang masukin kedalam tas yg berisi kek lipstik uang koin  buku dll terus masukin iphone 17pro nya masukin kedalam tas tersebut lalu di kuncang kuncang sehinga seperti orang pada umumnya apa kah bodi hp terdekat lecet secara ke-tidak segajaaan,1
g_fkq6WHcOs,@densuryo79,Bahas xiaomi 17 pro sama max bang????,1
g_fkq6WHcOs,@fkurnia1617,Gampang banget baret nya kek  kesengajaan gitu,0
g_fkq6WHcOs,@anugrahsehat8645,Bang kapan nih XIAOMI 17 PM nya??????,1
g_fkq6WHcOs,@Gallexee,Iphone 17 rilis di shopee ibox kapan ko?,1
g_fkq6WHcOs,@bryanprasetya23,Udah sampe generasi 17 kamera ngeflare gk ilang2??,0
g_fkq6WHcOs,@kearifan2okal,"Udah bang review Xiaomi 17 pro max aja, monoton IP 17 gitu gitu aja gak ada inovasinya",0
g_fkq6WHcOs,@jkslscreen1987,"Jadi mending iphone atau Poco, bang?",1
g_fkq6WHcOs,@kkk-gurindam,se ga kepake itu ai nya? wkwkwkwkwk konyol,0
g_fkq6WHcOs,@fahmihannan2031,Ketika keren tuh lu pake iPhone tapi belaga hp China ( Tutupin Logo applenya ),1
g_fkq6WHcOs,@Arivyell,Menunggu Xiaomi 17 pro max,1
g_fkq6WHcOs,@anakesolikin-k7v,"<a href=""https://www.youtube.com/watch?v=g_fkq6WHcOs&amp;t=41"">0:41</a> hal yg gak dibahas oleh reviewer Indonesia yg kemarin sibuk ke Thailand dan Singapura padahal ini deal breaker terbesarnya ????",1
g_fkq6WHcOs,@ChandraHartanto-kw9hg,"Somehow kesimpulan yg kutangkap tuh, B aja. Nothing special Dari produk apple Kali ini",0
g_fkq6WHcOs,@ToRibaraYT,"XIAOMI 17 PRO DONG <a href=""UCkszU2WH9gy1mb0dV-11UJg/oPgfY_DoKfSXkNAPq8-AgAo""></a>",1
g_fkq6WHcOs,@she1shu.,next compare X15 sama X15TPro dong,1
g_fkq6WHcOs,@charleschoo9398,"bang, coba xiaomi 17 pro max, hehe",1
g_fkq6WHcOs,@ardinrkhn,ditunggu review iphone 17 bang,1
g_fkq6WHcOs,@Targaryen_dragon,"thank you review ny bang, jadi makin yakin mau upgrade ke 17 pro walau baru ke kumpul 200rb",2
g_fkq6WHcOs,@Thetruth23h,"iPhone 17 pro max jujur gk begitu wah,biasa kan kita terkesan kalau iPhone rilis ini kok kayak oh gitu doang, bentukan nya jujur gk suka bagus xiaomi 17 pro Max",0
g_fkq6WHcOs,@AkhmadMansyur-r6u,Bismillah 3 tahun lg beli ip 17 pro max ??,2
g_fkq6WHcOs,@mustholihfuad5755,Untuk mendapatkan sesuatu kau harrus mengorbankan sesuatu,1
g_fkq6WHcOs,@ap3xstylo,Iphone 17 PM paling cupu ??,0
g_fkq6WHcOs,@Arya-Ss15,mantap bg sampe ditunjukin goresannya di thumbnail????,1
g_fkq6WHcOs,@ripams1584,Gas review 17 reguler ??,1
g_fkq6WHcOs,@setodanu,Resolusi selfie dinaikin...tapi kalau mau photo pada nyari cermin toilet,1
g_fkq6WHcOs,@oranggabuuuut,"Ini lagi ngereview 17 pro apa 17 pro max ?? <br>Judulnya pro, tapi isi videonya pro max ??",1
g_fkq6WHcOs,@ortupragde,Jujur banget thumbnailnya,2
g_fkq6WHcOs,@TheOrisya,"<a href=""https://www.youtube.com/watch?v=g_fkq6WHcOs&amp;t=72"">1:12</a> bisa2 aja, Apple tinggal kasi fitur open gate ke sensor2 itu. cuma ya makin gede daya yang dipakai untuk ngerekam, udah gtu, ani ani ga perlu dan ngga ngerti sama open gate, proress, log, apalagi RAW.",1
g_fkq6WHcOs,@danidinata9882,Gw pilih Xiaomi 17 promax.. inovasi  bukan Abal abal,0
g_fkq6WHcOs,@Ancker-l7h,iPhone ??<br>iPhoco ??,0
g_fkq6WHcOs,@SlametFirdaus2323,Xiaomi 17 series dong,1
g_fkq6WHcOs,@SlametFirdaus2323,AI di skip ??,0
g_fkq6WHcOs,@uswanto6132,youtuber cupu emg jago soal buat thumbnail,1
g_fkq6WHcOs,@?????,bang xiaomi 17 pro kapan? ??,1
g_fkq6WHcOs,@hariharsananda5015,Ketika Apple Inteligent diskip untuk di review itu Rasanya gimana ya untuk ponsel semahal itu.. Jadi ngerasa ponsel basic di tengah gempuran Ai...,0
g_fkq6WHcOs,@orangsinting4073,B aja ah . . .<br>iphone semenjak di tinggal steve jobs minim inovasi . . .<br>lebih kasian lagi ya si paling iphone uhuukkk . . .,0
g_fkq6WHcOs,@kuejahe_,mantap youtuber cupu masuk close friends inayma??????,1
g_fkq6WHcOs,@GlyphiezKay,"??: ini kan hp mahal, makanya dijaga, kegores kan, setidaknya kami udah ngasih tau kalo materialnya udah beda",1
g_fkq6WHcOs,@WarrenLutft,Waduh kegores tu pinggiran modul kameranya sayang bener ??,1
g_fkq6WHcOs,@AndiZhifah,Masih nunggu Huawei pura 80 ultra,1
g_fkq6WHcOs,@herisuyana533,Bang kapan riview xiomai 17 pro,1
g_fkq6WHcOs,@penggunalain5685,aku udah jempol,2
g_fkq6WHcOs,@SHADOW47ARMY,Xiomi 17 apakah kedepannya akan ada di indo bang.,1
g_fkq6WHcOs,@Carrelupan,Headshot bertubi-tubi,1
g_fkq6WHcOs,@kenzhaalkatiri,Tinggal nunggu iP17 promax vs s26 ultra,1
g_fkq6WHcOs,@rikixgaulelfath,"Padahal pengennya Xiaomi 17 pro BG, iPhone mah udah biasa aja ku liat",0
g_fkq6WHcOs,@cupetongid4697,"Waduh baret dong, ga kebayang pemakain lewat sebulan bisa jadi auto buluk",0
g_fkq6WHcOs,@rentresna,"Sengaja dibuat ringkih, biar 1 tahun ganti 2x iphone.<br>Absolute cinema Tim cook????",0
g_fkq6WHcOs,@GumamOpini,jelas ga ada inovasi yang gimana2 hanya upgrade kecil yang normal kejadian di hp keluaran baru. emang ga cocok buat kaum mendang mending. <br>jadi yang beli cuma antara orang yang kaya kebanyakan duit ama orang gaji umr dengan gengsi tinggi.,0
g_fkq6WHcOs,@zicoabadi,Apple intelijen itu bodoh ????????,0
g_fkq6WHcOs,@Asokatdua,Poco 17 pro??,1
g_fkq6WHcOs,@BillyDj,Bang penasaran perbandingan telephotonya dengan Xiaomi 15T Pro dong....,1
g_fkq6WHcOs,@aaa444aaaa,Lama banget masuk indo series 17,0
g_fkq6WHcOs,@dhiopratama5,Baret&quot; dong,0
g_fkq6WHcOs,@dedeksuhendar3714,Xiaomi 17 bangggg,1
g_fkq6WHcOs,@awearx,Bg saran saya buatin timestamp di videonya biar enak yang nonton jadi bisa skip ke bagian yang mau ditonton,1
g_fkq6WHcOs,@AtuAjiChannel,masalah suara ketutup saat gaming bukannya bisa di rotate aja hpnya??,1
g_fkq6WHcOs,@radentito1231,"Sisi kameranya 17 Pro, Max bang, rawan goresan",1
g_fkq6WHcOs,@defasly,"Imho,  diliat dari pov xiaomi, apa yg bisa bikin lebih menarik + lebih wow dari iphone 17 pro&amp;max? ya layar belakang dan casing game nya itu.  tapi balik lg ke segmentasi. orang2 yg beli iphone ada gitu yg main game macem tetris? gw rasa jarang cenderung ga ada.",1
g_fkq6WHcOs,@bayuasking4164,Koh penasaran sama game racing master bisa sejauh apa grafik dan performa di IP 17 series ??,1
g_fkq6WHcOs,@BagusLegend-z2j,Saya mending nabil s26 ultra ??,0
g_fkq6WHcOs,@RetroRRR,jika tak suka gak perlu la berlebihan membrukkan.gak paya belih mending sapu habis merek hp china...gw pake ini aman2 sj kok.pake casing aman.soal inovasi apa lg sih inovasi tuh? hp zaman now udah matang gak perlu lagi inovasi berlebihan at the end gak kepake juga..,2
g_fkq6WHcOs,@IkanBIKINIbottom12,"<a href=""https://www.youtube.com/watch?v=g_fkq6WHcOs&amp;t=282"">4:42</a> casing sarkas ??",1
g_fkq6WHcOs,@Denz_Ipank,Setelah 12 hari jd mirip pok0,0
g_fkq6WHcOs,@BOSMENANG_GaMe_wAnGI,"banyak yang komplain, iphone 17 jelek sekali",0
g_fkq6WHcOs,@marlbergsaputra6760,"Bang effendi, tes hpnya ke bintan sini lah sklian liburan...??",1
g_fkq6WHcOs,@ahyaroe,Si Nyonya pro juga nge-shoot-nya. Mantap!,2
g_fkq6WHcOs,@irwanslmt,Apple Intelligent itu AI yang not Intelligent ??????,0
g_fkq6WHcOs,@insaniroefliana1518,"harga termurah IP 17 base model di Indonesia bukan value for money, ya 17jt juga, sama aja kyk harga saat IP 16 base model yg internal 256gb, jadi intinya seperti di paksa beli IP 16 base model 256 GB saat launching, bisa di sebut value for money klo Harga IP 17 base model internal 256gb dapat harga seperti saat launching IP 16 base model internal 128gb, nih harga nya ya sama saja dengan harga  IP 16 base model internal 256gb saat launching, jadi dihilangkan versi 128gb bukan berarti dapat internal 256gb tapi harga 128gb, lebih kepada dipaksa langsung beli yg 256gb, gimmick langsung dapat internal 256gb nya cuma marketing doang, bukan berarti beli internal 256gb dengan harga lebih murah, kocak",0
g_fkq6WHcOs,@IlhamJoshi,Bisa aja luh bank thumbnail nya ??,1
g_fkq6WHcOs,@rizkidafy,ip 17 reguler bang ripiw,1
g_fkq6WHcOs,@RandomVideo_188,"Waduh, gak syg tu bang, bump kamera belakang di gores??",0
g_fkq6WHcOs,@andikusnadi7427,"ios 26.0.1 cakep banget bang, batrei awet hp adem di 15 basic. kayanya ga bakal up up dulu ke pembaruan ios nanti, jarang2 dapet yang begini ?",2
g_fkq6WHcOs,@fadjri123,gass ko ip 17 review nya,1
g_fkq6WHcOs,@hinata7163,Ditunggu Review Xiaomi 17 Pro / Xiaomi 17 Pro Max nya bang. Sangat menarik itu,1
g_fkq6WHcOs,@putrapratama9134,.,1
g_fkq6WHcOs,@MailJr.Chanel,????,2
g_fkq6WHcOs,@wkwk-x2m,Bandingin  coba ama pova slim,1
g_fkq6WHcOs,@FandiAdrian-g7e,"Yg bikin iPhone dulu keliatan menarik salah satunya karena kualitas kameranya tapi sekarang byk yg lebih baik jadi,   dan bikin mikir2 buat upgrade ke iPhone 17 series ya desainnya feel HP premium agak berkurang.",0
g_fkq6WHcOs,@i_Tod,bahas kembaran Apple bang 17 pro max dari china,1
g_fkq6WHcOs,@ruuchxx,"Ditunggu reviewnya si Xiaomi 17 Pro Max<a href=""UCoedKZCk635McOcL3QG5IeA/ta4gYq7dD4LV8wS3-6mgBw""></a>",1
g_fkq6WHcOs,@kikikurniawan17,Stiker poco nya itu lo game changer ??????????,1
g_fkq6WHcOs,@duniamaya2877,Ajirrr Napa GK pakai case om??,1
g_fkq6WHcOs,@mblendes_id8395,Yg pling kerasa batrre dn suhu panasnya sekrg lbh trkndali sh dn trutama kamera selfiny ud kya ipad,0
g_fkq6WHcOs,@VianyYunqin,sudah saya like bang biar pembaretannya ga sia2.,2
g_fkq6WHcOs,@arvi197,Najis apaan desain kek daki katak begitu,0
g_fkq6WHcOs,@oriimpact7854,Menunggu Vivo X300 pro,1
g_fkq6WHcOs,@juanda.maulana,"Apple dah klarifikasi , goresan itu terjadi gesekan antar material lain dan yg tergores bukan iphonenya tp material lainnya .. <br><br>Solusi apple dilap aja nnti ilang ????",2
g_fkq6WHcOs,@AgungSP-q7u,Lebih nunggu info xiaomi 17 pro ketimbang iphone 17 pro wkwkwk,1
g_fkq6WHcOs,@azkyannafsa227,Ditunggu bang review ip17 regulernya??,1
g_fkq6WHcOs,@arssssssssssss,mantapp koh sukses selaluu,2
g_fkq6WHcOs,@KANGGKEBUN,Gara2 di thubnil nya ada goresan . Jdi penasaran. ??,1
g_fkq6WHcOs,@domiminoshi8752,"ga bang, desainnya mnurut saya ttep jelek kek poco wkwkwkwk",0
g_fkq6WHcOs,@stevenliono,Coba donk bahas xiaomi 15t pro vs iphone 17<br>Atau huawei pura 80 pro vs iphone 17 promax. Apa huawei pro bisa unggul,1
g_fkq6WHcOs,@wkwk-x2m,Soal ya tipis banget lebihin iphone air,1
g_fkq6WHcOs,@Loker2021,Flare ? Itu orbs belum jadi setan ????,1
g_fkq6WHcOs,@syairofi_san,"Saya skrg pake 16 pm, pengen ganti 17 basic karena ngincer kamera depannya, tolong buat perbandingan bang, mana yang lebih baik",1
g_fkq6WHcOs,@KaleraAng-y1o,Bikin video perbandingan kamera antara IP 17 basic vs IP 17 pro,1
g_fkq6WHcOs,@anantaaryaks,Ga sabar buat ripiu Xiaomi 17 Pro/Maxnya,1
g_fkq6WHcOs,@realtuner3560,kesimpulan tdk ada yg perlu iphone disini,0
g_fkq6WHcOs,@Michael-1-u7n,"Bang, saya ada WITRN K2/CC1 Red/C5 dan Ryken Rk-x3 mau g bang?",1
g_fkq6WHcOs,@adesoniago8369,Kawal sampe koleb sama bang David semangat terus bang ?????,2
g_fkq6WHcOs,@fajarsatriatama9932,gass lebih cepet iphone 17 base mode;,2
g_fkq6WHcOs,@akuaja6707,17 nya ditunggu sebelum keluar di indo b,1
g_fkq6WHcOs,@agamerrindonesia12,iPhone paling gk &quot;worth to buy&quot; pada tahun ini,0
g_fkq6WHcOs,@ramlisyarif9962,Bentar lagi disaingin sama xiaomi 17 ??,1
g_fkq6WHcOs,@ferys3818,Bang nex iphone 17 base model,1
g_fkq6WHcOs,@warpiksolusiinternet-h5d,Xiaomi 17 pro ko,1
g_fkq6WHcOs,@samsulrofiki8081,Bang setting kamera iphone biar bagus kaya gimana bang? Ko saya baru beli keliatan butek gitu ya ??,1
g_fkq6WHcOs,@NajuarHigurashi,Di tunggu bahas Xiaomi 17 pro/max nya bang. Soalnya mau pindah IOS ke Android,1
g_fkq6WHcOs,@debypratama3032,"Buset krain AI udah di fix,,ktnggalan dri hape kentang transion",0
g_fkq6WHcOs,@vizavisual,Batu Bata anjai ??,0
g_fkq6WHcOs,@úzêrqwërty·782·?,"<a href=""https://www.youtube.com/watch?v=g_fkq6WHcOs&amp;t=271"">4:31</a> coba baretin di lensa ny bg ??",1
g_fkq6WHcOs,@rokajisu,Xiaomi 17 Pro Max bang,1
g_fkq6WHcOs,@NurArsyilaDewi,Hadir 100 terakhir,1
g_fkq6WHcOs,@dediyudianto3982,"Yang udah up ios 26 cobain deh ubah icon apk nya jadi besar2 trus perhatiin kayak agak miring gak sih,",0
g_fkq6WHcOs,@qurickpatrick5689,"Nunggu Tandingannya keluar, Xiaomi 17 ProMax ??????",1
g_fkq6WHcOs,@DebuesXD,Uyy,1
g_fkq6WHcOs,@qasaid8101,"Review ers gadget ter best seteleh gadget in si ini bank. ??<br>Pembawaan ringan, simpel ????",2
g_fkq6WHcOs,@kirinnnnubia9162,"jadi banyak yg ngikutin kaya sehari bersama ala bang cupu ??<br>tapi tetep lebih enak liat di channel ini? simple, jelas, asik ??",2
g_fkq6WHcOs,@istighfar_kuy,bang ditunggu review iphone 17 nya<br>soalnya gue bln ini rencana mau beli hp itu ??,2
g_fkq6WHcOs,@Bendino-b1d,"Meskipun gampang baret, tapi lebih tahan benturan dibanding pendahulunya. Sudah di uji sama orang luar di jatuhkan berulang kali.",2
g_fkq6WHcOs,@anogans9971,"emang 17 reguler menurut gw yg paling mantep sih bang, minusnya blm bisa kebeli aja??",2
g_fkq6WHcOs,@HeruK-i2b,di tunggu xiomi 15 t nya bg,1
g_fkq6WHcOs,@HeruK-i2b,xiomi 15 t bgg,1
g_fkq6WHcOs,@Channel_FajarIsMan,"<a href=""https://www.youtube.com/watch?v=g_fkq6WHcOs&amp;t=264"">4:24</a> pake parang mungkin ??",1
g_fkq6WHcOs,@mangijunior6140,boncel semua bg ????,1
g_fkq6WHcOs,@naonwae265,King of boring,1
g_fkq6WHcOs,@mamangse,AInya apple masih ampas,0
g_fkq6WHcOs,@sahid.muktamar,"233 g ituu berat banget dah, serasa pegang batu bata ??",0
g_fkq6WHcOs,@jajancoklat1714,Klo ngk di ingetin ngk gw like bang??,1
g_fkq6WHcOs,@ashqi5381,"Pdhal sama mi 15 reguler sama² allimunium juga, tapi serentan itu ya IP",0
g_fkq6WHcOs,@jonathancalvin634,Koo thumbnailnya mirip bgt sama mkbhd,1
g_fkq6WHcOs,@farelmislami2534,itu ga pake case ga takut baret sama jatoh,1
g_fkq6WHcOs,@shahrulzahri9774,IPhone noob...,0
g_fkq6WHcOs,@zianfarahariyadatuljanah407,"Pada lebih tertarik xiaomi 17 pro/ pro max ternyata, apakah iphone sudah tak menarik?",0
g_fkq6WHcOs,@ridwan_tricks,"Mantap bang , ditunggu nanti bahas Xiaomi 17 Series??",1
g_fkq6WHcOs,@trailerindo5258,mauuu xiomay review,1
g_fkq6WHcOs,@adhapriyo,Mas bahas xiaomi 17 pro max,1
g_fkq6WHcOs,@fauzanalfihidayat255,Kapan video nyonya coba iphone air bang,1
g_fkq6WHcOs,@joyi_bean,"Iphone udah kehabisan inovasi, sekarang ampasss",0
g_fkq6WHcOs,@YutubBensin,Mending xiaomi 17 pro max gak sih,0
g_fkq6WHcOs,@dag4849,Ditunggu sehari bersama 17 regular nya nih,2
g_fkq6WHcOs,@suonedi,Titanium ke aluminium.,1
g_fkq6WHcOs,@fajaragusSaputra,Bagus Xiaomi 17 Pro nya ??????,0
g_fkq6WHcOs,@firmanaikatsu-kiwarriors5233,"Inilah Daftar Harga Resmi dari Xiaomi 15T Series untuk di pasar Indonesia... <br><br>Sebagai Menjegal Perilisan Chipset Buatan Qualcomm terbaru di Acara Snapdragon Tech Summit 2025 pada tanggal 23-25 September lalu! ??????<br><br>Xiaomi 15T<br>(12GB/256GB) Rp 6.999.000<br>(12GB/512GB) Rp 7.499.000<br><br>Xiaomi 15T Pro<br>(12GB/512GB) Rp 9.999.000<br>(12GB/1TB)      Rp 10.999.000<br><br><br>Ingat Smartphone Milik Xiaomi 15T Series akan mendapatkan Upgrade ke Sistem operasi terbaru buatannya sendiri di tahun 2029 mendatang yang bernama, MiOS ataupun XRing OS termasuk sudah menggunakan Jaringan 6G di masa depan nanti? ??????",1
g_fkq6WHcOs,@Dwiapr0297,Yg punya 16 pro max stay aj dlu,1
g_fkq6WHcOs,@stevenz_25,"lebih berat mana 16 promax sama 17 promax bang,, gua pake 16 promax tangan jadi sakit wkwk,, kalaupun udh launhing mau nambah ke pro aja",1
g_fkq6WHcOs,@MikoTriwibowo,"alsan magic eraser di iphone burik sekali lagi karena apple katanya peduliin privasi pengguna, makanya kalo dibandingin sama samsung, kalo samsung itu cara kerjanya dikirim ke sistem atau cloud based system dan wajib pake internet, sedangkan apple masih pake AI yang tertanam di hapenya itu sendiri dan bisa tanpa internet, sebenarnya masuk akal karena kalo ngebayangin lu foto telanjang dan mau hapus objek tapi lu gak tau kalo fotonya harus dikirim ke system dulu, apa gak malu tuh kalo dilihat sama pihak samsung, logikanya mirip kayak ISP yang bisa liat history pencarian kita di google??",1
g_fkq6WHcOs,@adamnyc5873,xiaomi 17 pro max,1
g_fkq6WHcOs,@saeppudin-n7k,ngakak stiker poco??????,1
g_fkq6WHcOs,@PupusTikTok,"Ada yang ngeh ga guys di ios 26, garis bawah navigasi di iphone kalo setelah 3-5 detik hilang ya, padahal kalo lagi main game keliatan bagus aja gitu ada garis di bawahnya jadi keliatan pake iphone ??",1
g_fkq6WHcOs,@GaniArdan,thanks buat info iphone 17 pro max nya bang,2
g_fkq6WHcOs,@ArmanSyafrizal,Komen ke 34<br><br>Terima kasih iphone 16 pro max nya bang.,2
g_fkq6WHcOs,@babyshark1836,Eh buset baret koh ??,0
